customer_id,recency,frequency,monetary_value,r_score,f_score,m_score
CS1265,67,9,755,2,1,3
CS3944,67,9,720,2,1,3
CS6025,67,12,807,2,4,4
CS3922,67,6,465,2,1,1
CS2320,67,10,738,2,2,3
CS3887,67,10,736,2,3,3
CS7807,67,15,766,2,5,3
CS7270,67,10,452,2,3,1
CS4671,67,10,623,2,2,2
CS7160,67,7,310,2,1,1
CS7863,67,5,214,2,1,1
CS8984,67,9,345,2,1,1
CS1656,67,10,641,2,2,2
CS7922,67,7,353,2,1,1
CS3603,67,10,664,2,2,2
CS2583,67,8,548,2,1,1
CS1922,67,13,980,2,4,5
CS3509,67,18,1306,2,5,5
CS5691,67,7,525,2,1,1
CS3096,67,6,508,2,1,1
CS5948,67,9,654,2,1,2
CS7265,67,8,246,2,1,1
CS7921,67,6,295,2,1,1
CS2984,67,15,855,2,5,4
CS3037,67,14,945,2,5,5
CS4198,67,10,646,2,3,2
CS2340,67,11,816,2,3,4
CS1807,67,17,1103,2,5,5
CS4396,67,8,610,2,1,2
CS1921,67,11,832,2,3,4
CS3564,67,12,700,2,4,3
CS2829,67,11,841,2,3,4
CS3586,68,7,436,2,1,1
CS3713,68,15,1075,2,5,5
CS7505,68,5,263,2,1,1
CS1879,68,12,739,2,4,3
CS5981,68,9,758,2,1,3
CS8002,68,5,303,2,1,1
CS2968,68,10,728,2,2,3
CS7879,68,10,410,2,3,1
CS7186,68,7,336,2,1,1
CS8371,68,5,152,2,1,1
CS5699,68,10,753,2,2,3
CS5575,68,7,399,2,1,1
CS6007,68,8,598,2,1,2
CS4519,68,7,497,2,1,1
CS7934,68,2,101,2,1,1
CS1470,68,14,1054,2,5,5
CS2371,68,7,523,2,1,1
CS4279,68,14,1044,2,5,5
CS8068,68,3,76,2,1,1
CS1175,68,7,437,2,1,1
CS5558,68,7,443,2,1,1
CS3720,68,12,754,2,4,3
CS3333,68,10,694,2,2,3
CS3657,68,11,699,2,3,3
CS7722,68,4,135,2,1,1
CS4643,68,8,558,2,1,1
CS5915,68,9,698,2,1,3
CS2002,68,11,847,2,3,4
CS8589,68,9,295,2,1,1
CS2068,68,7,485,2,1,1
CS7470,68,11,636,2,3,2
CS8968,68,8,360,2,1,1
CS7175,68,6,215,2,1,1
CS4558,68,19,1386,2,5,5
CS7201,68,8,450,2,1,1
CS4717,68,12,862,2,4,4
CS5659,68,12,867,2,4,4
CS3672,68,11,868,2,3,4
CS7327,68,7,284,2,1,1
CS1201,68,12,875,2,4,4
CS6011,68,9,603,2,1,2
CS5235,68,12,805,2,4,4
CS3571,68,12,806,2,4,4
CS2589,68,12,784,2,4,3
CS5685,68,17,1251,2,5,5
CS1186,68,10,754,2,2,3
CS5159,68,18,1408,2,5,5
CS1505,68,7,493,2,1,1
CS2472,68,11,711,2,3,3
CS3534,68,9,609,2,1,2
CS8056,69,6,223,2,1,1
CS7990,69,8,309,2,1,1
CS1141,69,17,1256,2,5,5
CS2249,69,9,590,2,2,2
CS7141,69,12,592,2,4,2
CS2007,69,6,403,2,1,1
CS4563,69,13,813,2,4,4
CS3209,69,14,1093,2,5,5
CS7443,69,8,260,2,1,1
CS5712,69,12,826,2,4,4
CS1772,69,11,852,2,4,4
CS7772,69,7,361,2,1,1
CS1544,69,10,792,2,2,3
CS5457,69,6,358,2,1,1
CS2512,69,11,789,2,3,3
CS8512,69,8,353,2,1,1
CS1443,69,14,1101,2,5,5
CS1775,69,8,546,2,1,1
CS2953,69,9,540,2,1,1
CS5832,69,14,931,2,5,4
CS1223,69,7,532,2,1,1
CS2961,69,11,810,2,3,4
CS8007,69,3,98,2,1,1
CS2504,69,6,530,2,1,1
CS8089,69,10,395,2,2,1
CS2476,69,8,587,2,1,1
CS6019,69,11,892,2,3,4
CS8331,69,10,406,2,2,1
CS5647,69,5,380,2,1,1
CS5510,69,6,436,2,1,1
CS1990,69,10,730,2,2,3
CS2921,69,10,609,2,2,2
CS4437,69,10,624,2,3,2
CS2056,69,10,663,2,2,2
CS8921,69,8,451,2,1,1
CS5122,69,10,603,2,3,2
CS7544,69,10,430,2,3,1
CS5322,69,8,598,2,1,2
CS4807,69,11,643,2,3,2
CS8504,69,4,190,2,1,1
CS4384,69,10,734,2,3,3
CS3460,69,6,452,2,1,1
CS5205,69,9,685,2,2,2
CS5519,70,10,581,2,3,1
CS1674,70,10,630,2,2,2
CS5881,70,10,774,2,3,3
CS3242,70,14,993,2,5,5
CS7656,70,7,356,2,1,1
CS4217,70,7,526,2,1,1
CS1948,70,6,439,2,1,1
CS7674,70,7,206,2,1,1
CS2757,70,12,845,2,4,4
CS4788,70,13,1002,2,4,5
CS5887,70,12,843,2,4,4
CS3254,70,11,779,2,3,3
CS2788,70,8,553,2,1,1
CS2023,70,10,781,2,2,3
CS8581,70,6,292,2,1,1
CS3068,70,13,888,2,4,4
CS2975,70,9,562,2,1,1
CS4532,70,5,346,2,1,1
CS8543,70,5,176,1,1,1
CS7198,70,6,381,1,1,1
CS8042,70,5,265,1,1,1
CS2221,70,9,562,1,2,1
CS8757,70,8,384,1,1,1
CS4031,70,7,572,1,1,1
CS2306,70,8,511,1,1,1
CS2042,70,9,609,1,2,2
CS8306,70,6,241,1,1,1
CS1202,70,14,930,1,5,4
CS1226,70,8,559,1,1,1
CS1180,70,16,1162,1,5,5
CS2581,70,9,688,1,2,2
CS2716,70,11,962,1,3,5
CS1673,70,12,756,1,4,3
CS3615,70,16,1223,1,5,5
CS3191,70,11,627,1,3,2
CS2314,70,7,407,1,1,1
CS8055,70,11,590,1,3,2
CS8023,70,6,247,1,1,1
CS1949,70,15,1060,1,5,5
CS2565,70,11,740,1,3,3
CS2635,70,11,754,1,3,3
CS7202,70,6,265,1,1,1
CS4790,70,8,613,1,1,2
CS2543,70,9,554,1,1,1
CS8303,71,5,286,1,1,1
CS3961,71,8,577,1,1,1
CS3175,71,5,363,1,1,1
CS8554,71,7,323,1,1,1
CS5465,71,8,578,1,1,1
CS1985,71,11,780,1,3,3
CS5115,71,16,948,1,5,5
CS3204,71,10,579,1,2,1
CS5468,71,8,644,1,1,2
CS2303,71,8,579,1,1,1
CS8047,71,10,530,1,2,1
CS5877,71,12,778,1,4,3
CS3924,71,10,752,1,3,3
CS7137,71,6,349,1,1,1
CS2013,71,11,670,1,3,2
CS8506,71,6,145,1,1,1
CS2394,71,11,839,1,3,4
CS4712,71,5,348,1,1,1
CS2554,71,8,563,1,1,1
CS8013,71,10,449,1,2,1
CS8394,71,7,274,1,1,1
CS3533,71,9,709,1,1,3
CS4672,71,9,570,1,2,1
CS8130,71,5,326,1,1,1
CS7985,71,5,187,1,1,1
CS5750,71,8,493,1,1,1
CS4836,71,10,856,1,3,4
CS1475,71,4,240,1,1,1
CS5079,71,11,685,1,3,2
CS7147,71,6,257,1,1,1
CS5043,71,7,464,1,1,1
CS1873,71,12,852,1,4,4
CS5100,71,11,716,1,3,3
CS3272,71,8,562,1,1,1
CS5860,71,6,471,1,1,1
CS2187,71,9,716,1,2,3
CS1423,71,9,506,1,1,1
CS7873,71,10,441,1,3,1
CS4238,71,5,305,1,1,1
CS4777,71,14,1002,1,5,5
CS7423,71,7,304,1,1,1
CS1137,71,11,734,1,3,3
CS7475,71,4,156,1,1,1
CS2506,71,11,844,1,3,4
CS3248,71,10,598,1,2,2
CS5498,71,18,1373,1,5,5
CS8187,71,7,297,1,1,1
CS2564,72,6,391,1,1,1
CS3692,72,11,797,1,3,4
CS8564,72,5,233,1,1,1
CS8891,72,7,248,1,1,1
CS8430,72,12,618,1,4,2
CS2891,72,14,978,1,5,5
CS3709,72,12,858,1,4,4
CS3157,72,11,834,1,4,4
CS3945,72,9,656,1,1,2
CS7359,72,7,365,1,1,1
CS4864,72,12,870,1,4,4
CS2654,72,9,535,1,2,1
CS4639,72,11,687,1,3,2
CS8654,72,5,253,1,1,1
CS2764,72,9,687,1,2,2
CS4424,72,23,1728,1,5,5
CS2167,72,13,970,1,5,5
CS4124,72,14,1044,1,5,5
CS6105,72,9,512,1,1,1
CS4232,72,17,1242,1,5,5
CS1498,72,14,1007,1,5,5
CS3616,72,8,570,1,1,1
CS3332,72,9,594,1,1,2
CS3257,72,6,472,1,1,1
CS1411,72,9,633,1,1,2
CS8231,72,6,290,1,1,1
CS2222,72,7,541,1,1,1
CS7498,72,11,506,1,3,1
CS3385,72,9,540,1,1,1
CS4018,72,9,708,1,1,3
CS5690,72,11,846,1,4,4
CS2231,72,10,800,1,2,4
CS5116,72,15,1048,1,5,5
CS2253,72,11,839,1,3,4
CS8296,72,11,421,1,3,1
CS5480,72,12,872,1,4,4
CS1882,72,5,358,1,1,1
CS3614,72,12,769,1,4,3
CS3414,72,10,716,1,2,3
CS7843,72,7,309,1,1,1
CS5557,72,9,746,1,2,3
CS2864,72,11,658,1,3,2
CS4957,72,11,680,1,3,2
CS5385,72,9,500,1,2,1
CS8222,72,7,335,1,1,1
CS5454,72,15,1015,1,5,5
CS8194,73,11,580,1,3,1
CS4211,73,12,969,1,4,5
CS1599,73,6,348,1,1,1
CS7599,73,3,168,1,1,1
CS4916,73,11,816,1,3,4
CS3062,73,9,626,1,1,2
CS1181,73,16,1068,1,5,5
CS5097,73,12,823,1,4,4
CS2669,73,15,980,1,5,5
CS8545,73,8,376,1,1,1
CS5734,73,7,419,1,1,1
CS2906,73,17,1380,1,5,5
CS3235,73,9,594,1,1,2
CS1211,73,10,639,1,2,2
CS4220,73,10,661,1,3,2
CS7575,73,8,327,1,1,1
CS5311,73,10,734,1,2,3
CS5679,73,8,734,1,1,3
CS5089,73,4,289,1,1,1
CS2545,73,9,702,1,1,3
CS3290,73,11,767,1,3,3
CS8230,73,8,303,1,1,1
CS1479,73,11,896,1,3,4
CS3525,73,11,795,1,3,4
CS8669,73,13,533,1,4,1
CS4581,73,7,608,1,1,2
CS4032,73,7,542,1,1,1
CS2437,73,13,1011,1,5,5
CS3190,73,11,814,1,3,4
CS2230,73,10,687,1,2,2
CS2464,74,8,556,1,1,1
CS1776,74,12,851,1,4,4
CS4090,74,16,1054,1,5,5
CS4057,74,6,364,1,1,1
CS5676,74,13,791,1,4,3
CS1996,74,16,1136,1,5,5
CS5584,74,6,454,1,1,1
CS5102,74,9,617,1,2,2
CS5807,74,15,1127,1,5,5
CS1348,74,14,971,1,5,5
CS3022,74,9,536,1,1,1
CS2637,74,12,975,1,4,5
CS2344,74,8,495,1,1,1
CS4759,74,12,876,1,4,4
CS3794,74,12,784,1,4,3
CS8727,74,6,232,1,1,1
CS8781,74,4,223,1,1,1
CS8637,74,6,267,1,1,1
CS8501,74,9,340,1,2,1
CS5379,74,4,272,1,1,1
CS4071,75,11,812,1,3,4
CS3072,75,7,490,1,1,1
CS1413,75,6,428,1,1,1
CS2183,75,5,321,1,1,1
CS2525,75,16,1164,1,5,5
CS1410,75,11,812,1,3,4
CS2610,75,15,1129,1,5,5
CS1242,75,6,464,1,1,1
CS8856,75,3,94,1,1,1
CS1436,75,8,542,1,1,1
CS7339,75,11,408,1,3,1
CS1725,75,14,980,1,5,5
CS5388,75,9,723,1,2,3
CS3277,75,9,579,1,1,1
CS4549,75,13,960,1,4,5
CS5940,75,8,578,1,1,1
CS8610,75,7,338,1,1,1
CS4421,75,9,777,1,1,3
CS1339,75,14,1099,1,5,5
CS1421,75,16,1043,1,5,5
CS5161,75,13,1024,1,4,5
CS3328,75,6,417,1,1,1
CS3045,75,10,808,1,2,4
CS7421,75,12,458,1,4,1
CS4858,75,16,1289,1,5,5
CS8205,75,10,463,1,2,1
CS4329,75,13,917,1,4,4
CS2205,75,14,881,1,5,4
CS7410,75,11,525,1,3,1
CS2136,75,4,241,1,1,1
CS2856,75,8,507,1,1,1
CS8136,75,3,108,1,1,1
CS3623,75,13,1000,1,5,5
CS8525,75,9,424,1,2,1
CS7436,75,5,297,1,1,1
CS4237,75,8,525,1,1,1
CS4578,75,12,791,1,4,3
CS8183,75,3,95,1,1,1
CS2162,76,10,689,1,2,2
CS3377,76,11,818,1,4,4
CS8248,76,7,358,1,1,1
CS3581,76,9,536,1,1,1
CS8162,76,7,447,1,1,1
CS4503,76,12,795,1,4,4
CS3801,76,13,940,1,5,5
CS5820,76,5,385,1,1,1
CS5031,76,12,789,1,4,3
CS4045,76,7,435,1,1,1
CS2094,76,9,666,1,2,2
CS8128,76,3,154,1,1,1
CS3263,76,9,620,1,1,2
CS2248,76,8,525,1,1,1
CS8227,76,10,440,1,2,1
CS7526,76,7,325,1,1,1
CS5255,76,10,754,1,2,3
CS7640,76,11,451,1,3,1
CS7725,76,9,442,1,1,1
CS3216,76,10,751,1,2,3
CS3459,76,9,652,1,1,2
CS4337,76,6,332,1,1,1
CS4326,76,8,574,1,1,1
CS8906,76,14,671,1,5,2
CS4052,76,6,464,1,1,1
CS1640,76,14,918,1,5,4
CS5373,76,12,708,1,4,3
CS7626,77,5,144,1,1,1
CS3612,77,13,730,1,4,3
CS8735,77,10,473,1,2,1
CS4432,77,11,708,1,3,3
CS2807,77,10,586,1,2,1
CS3514,77,13,1010,1,4,5
CS1112,77,6,358,1,1,1
CS4288,77,7,433,1,1,1
CS3055,77,13,823,1,4,4
CS2702,77,18,1175,1,5,5
CS3215,77,11,814,1,4,4
CS3202,77,7,522,1,1,1
CS7966,77,4,238,1,1,1
CS3449,77,8,544,1,1,1
CS2342,77,10,750,1,2,3
CS3407,77,8,565,1,1,1
CS7607,77,5,247,1,1,1
CS5890,77,8,520,1,1,1
CS7907,77,4,204,1,1,1
CS1907,77,8,530,1,1,1
CS7557,77,7,237,1,1,1
CS3307,77,5,432,1,1,1
CS8807,77,6,181,1,1,1
CS3053,77,8,673,1,1,2
CS5299,77,8,539,1,1,1
CS2417,77,10,642,1,2,2
CS1626,77,9,638,1,1,2
CS8702,77,13,574,1,4,1
CS8342,77,7,340,1,1,1
CS3371,77,10,675,1,2,2
CS5291,77,11,826,1,3,4
CS1607,77,7,540,1,1,1
CS7112,77,5,210,1,1,1
CS3155,77,9,670,1,1,2
CS8527,77,4,124,1,1,1
CS4183,77,11,715,1,4,3
CS4194,78,13,1055,1,4,5
CS3470,78,15,1111,1,5,5
CS8101,78,11,539,1,4,1
CS5907,78,13,879,1,4,4
CS3309,78,4,340,1,1,1
CS3605,78,11,672,1,3,2
CS3250,78,6,434,1,1,1
CS2101,78,14,900,1,5,4
CS4178,78,11,657,1,4,2
CS3046,78,14,1147,1,5,5
CS5716,78,6,512,1,1,1
CS4560,78,9,626,1,1,2
CS2608,78,7,431,1,1,1
CS7760,78,6,250,1,1,1
CS8327,78,5,183,1,1,1
CS3597,78,11,767,1,3,3
CS1555,78,10,724,1,2,3
CS3444,78,10,753,1,2,3
CS8454,78,10,413,1,2,1
CS2936,78,6,385,1,1,1
CS8419,78,5,217,1,1,1
CS7555,78,8,314,1,1,1
CS4579,78,10,699,1,2,3
CS4739,78,16,1195,1,5,5
CS5211,78,12,798,1,4,4
CS2419,78,10,776,1,2,3
CS1760,78,9,701,1,2,3
CS8664,78,9,393,1,2,1
CS4605,78,9,561,1,2,1
CS2664,78,10,770,1,2,3
CS2584,78,11,817,1,3,4
CS8608,78,6,276,1,1,1
CS3179,78,9,562,1,1,1
CS3705,78,10,774,1,2,3
CS3061,78,10,712,1,2,3
CS6067,79,5,416,1,1,1
CS5290,79,13,814,1,4,4
CS4030,79,18,1321,1,5,5
CS7189,79,10,440,1,3,1
CS4686,79,9,774,1,2,3
CS1189,79,12,833,1,4,4
CS2377,79,15,1146,1,5,5
CS4260,79,10,687,1,3,2
CS4372,79,5,332,1,1,1
CS5993,79,12,890,1,4,4
CS4151,79,6,489,1,1,1
CS3219,79,12,867,1,4,4
CS5365,79,11,798,1,3,4
CS7887,79,7,289,1,1,1
CS4907,79,9,697,1,2,3
CS4274,79,9,552,1,1,1
CS2916,79,12,909,1,4,4
CS4748,79,10,752,1,3,3
CS8377,79,12,553,1,4,1
CS1887,79,9,740,1,2,3
CS8957,79,8,432,1,1,1
CS3163,79,16,1285,1,5,5
CS2189,79,13,923,1,5,4
CS3161,79,10,697,1,2,3
CS5174,79,13,846,1,5,4
CS5035,79,8,643,1,1,2
CS5744,79,12,912,1,4,4
CS3430,79,9,650,1,1,2
CS2957,79,14,927,1,5,4
CS5150,80,7,492,1,1,1
CS2265,80,8,493,1,1,1
CS1297,80,5,337,1,1,1
CS3510,80,14,924,1,5,4
CS5495,80,8,608,1,1,2
CS4012,80,11,713,1,3,3
CS2267,80,8,618,1,1,2
CS8075,80,8,251,1,1,1
CS7279,80,8,348,1,1,1
CS2774,80,5,338,1,1,1
CS4575,80,8,482,1,1,1
CS1309,80,5,254,1,1,1
CS7176,80,6,146,1,1,1
CS4442,80,10,718,1,3,3
CS5598,80,12,891,1,4,4
CS1677,80,13,949,1,4,5
CS7853,80,7,344,1,1,1
CS2422,80,12,888,1,4,4
CS4893,80,11,757,1,3,3
CS2351,80,12,852,1,4,4
CS4738,80,11,851,1,3,4
CS3005,80,9,740,1,1,3
CS5577,80,13,1010,1,4,5
CS6057,80,6,292,1,1,1
CS2575,80,13,1028,1,4,5
CS5642,80,13,1022,1,4,5
CS8422,80,6,160,1,1,1
CS4829,80,15,1041,1,5,5
CS8325,80,7,330,1,1,1
CS4852,80,9,653,1,2,2
CS2325,80,11,752,1,3,3
CS5914,80,6,441,1,1,1
CS7309,80,4,252,1,1,1
CS5481,80,12,759,1,4,3
CS8774,80,5,206,1,1,1
CS3475,80,16,1195,1,5,5
CS4043,80,9,658,1,1,2
CS3544,80,12,823,1,4,4
CS4603,80,17,1148,1,5,5
CS5941,80,9,711,1,1,3
CS3897,80,14,993,1,5,5
CS2196,80,7,598,1,1,2
CS3599,80,12,853,1,4,4
CS2075,80,11,686,1,3,2
CS5561,80,12,650,1,4,2
CS8267,80,6,285,1,1,1
CS4609,80,17,1149,1,5,5
CS4463,80,12,874,1,4,4
CS8351,80,9,404,1,2,1
CS1853,80,10,687,1,2,2
CS8656,81,8,442,1,1,1
CS5444,81,11,743,1,3,3
CS7758,81,10,419,1,3,1
CS3356,81,13,1051,1,4,5
CS3468,81,10,797,1,2,4
CS3374,81,7,509,1,1,1
CS4851,81,9,587,1,1,1
CS2908,81,9,575,1,1,1
CS7694,81,7,254,1,1,1
CS1268,81,12,949,1,4,5
CS3594,81,10,756,1,2,3
CS2542,81,8,517,1,1,1
CS3643,81,8,509,1,1,1
CS4485,81,10,623,1,3,2
CS1694,81,10,664,1,2,2
CS4906,81,13,1003,1,5,5
CS2597,81,11,764,1,3,3
CS8362,81,11,497,1,3,1
CS2572,81,7,529,1,1,1
CS3406,81,12,770,1,4,3
CS3702,81,15,1026,1,5,5
CS5402,81,8,582,1,1,1
CS5429,81,8,575,1,1,1
CS8671,81,3,177,1,1,1
CS1758,81,12,698,1,4,3
CS4002,81,11,695,1,3,3
CS6075,81,10,639,1,3,2
CS4880,81,7,459,1,1,1
CS5093,81,13,869,1,4,4
CS2362,81,12,852,1,4,4
CS4565,81,10,552,1,2,1
CS8908,81,6,182,1,1,1
CS5417,81,11,899,1,3,4
CS8083,81,6,233,1,1,1
CS5083,81,15,1249,1,5,5
CS7867,82,8,397,1,1,1
CS8119,82,10,409,1,2,1
CS5254,82,9,447,1,2,1
CS4979,82,8,465,1,1,1
CS5546,82,6,462,1,1,1
CS5356,82,13,947,1,4,5
CS1191,82,10,762,1,2,3
CS7868,82,5,171,1,1,1
CS7395,82,2,84,1,1,1
CS4762,82,12,734,1,4,3
CS6030,82,14,947,1,5,5
CS2160,82,5,238,1,1,1
CS5895,82,13,999,1,4,5
CS1364,82,16,1095,1,5,5
CS5229,82,6,347,1,1,1
CS2385,82,9,625,1,2,2
CS5213,82,8,544,1,1,1
CS8385,82,7,293,1,1,1
CS7364,82,13,578,1,5,1
CS4134,82,8,548,1,1,1
CS2282,82,13,960,1,4,5
CS2045,82,11,780,1,3,3
CS2119,82,12,882,1,4,4
CS3830,82,11,779,1,3,3
CS1676,82,17,1211,1,5,5
CS3625,82,9,624,1,1,2
CS2849,82,11,663,1,3,2
CS4380,82,12,763,1,4,3
CS7597,82,6,349,1,1,1
CS1597,82,12,943,1,4,5
CS4808,82,9,568,1,2,1
CS2414,82,13,1063,1,4,5
CS5276,82,11,697,1,3,3
CS5134,82,8,492,1,1,1
CS3473,82,13,910,1,4,4
CS8282,82,10,402,1,2,1
CS7191,82,8,297,1,1,1
CS8849,82,9,452,1,1,1
CS5537,82,7,570,1,1,1
CS5486,82,12,843,1,4,4
CS3499,82,10,588,1,2,1
CS8619,82,5,203,1,1,1
CS1868,82,7,496,1,1,1
CS2619,82,9,679,1,2,2
CS2848,82,9,632,1,2,2
CS5392,82,9,713,1,2,3
CS5708,82,8,558,1,1,1
CS1867,82,10,610,1,2,2
CS5111,83,16,1018,1,5,5
CS7223,83,3,92,1,1,1
CS3999,83,10,772,1,3,3
CS7283,83,7,304,1,1,1
CS5367,83,10,746,1,3,3
CS1686,83,14,991,1,5,5
CS4294,83,12,856,1,4,4
CS4289,83,11,748,1,4,3
CS5153,83,9,591,1,2,2
CS7833,83,3,125,1,1,1
CS5539,83,6,471,1,1,1
CS2779,83,7,484,1,1,1
CS3313,83,15,1037,1,5,5
CS4318,83,9,598,1,1,2
CS4571,83,8,597,1,1,2
CS3249,83,13,865,1,4,4
CS1367,83,13,1012,1,5,5
CS7255,83,13,557,1,4,1
CS8080,83,7,369,1,1,1
CS5511,83,8,626,1,1,2
CS2080,83,10,645,1,2,2
CS2817,83,9,588,1,2,1
CS5742,83,13,1012,1,4,5
CS3969,83,12,768,1,4,3
CS2680,83,7,382,1,1,1
CS8779,83,6,201,1,1,1
CS4357,83,10,672,1,3,2
CS1833,83,10,665,1,2,2
CS3136,83,14,933,1,5,4
CS5008,83,6,436,1,1,1
CS1858,83,9,567,1,2,1
CS1255,83,17,1226,1,5,5
CS4562,83,10,673,1,2,2
CS3456,83,11,929,1,3,4
CS1343,83,8,580,1,1,1
CS4149,83,8,570,1,1,1
CS3074,83,5,414,1,1,1
CS8788,83,4,239,1,1,1
CS6003,83,13,813,1,4,4
CS4256,83,7,446,1,1,1
CS4197,83,17,1225,1,5,5
CS7343,83,6,195,1,1,1
CS4080,83,12,801,1,4,4
CS3505,83,13,918,1,5,4
CS4909,84,6,509,1,1,1
CS5759,84,11,794,1,3,3
CS5640,84,7,472,1,1,1
CS2214,84,8,452,1,1,1
CS1957,84,11,810,1,3,4
CS4634,84,7,434,1,1,1
CS7636,84,8,238,1,1,1
CS5416,84,11,801,1,3,4
CS8936,84,4,208,1,1,1
CS1441,84,15,1012,1,5,5
CS3047,84,10,695,1,2,3
CS8170,84,7,241,1,1,1
CS5279,84,6,445,1,1,1
CS8890,84,6,195,1,1,1
CS3295,84,12,926,1,4,4
CS8268,84,5,283,1,1,1
CS5055,84,10,749,1,3,3
CS1636,84,10,693,1,2,3
CS2405,84,4,236,1,1,1
CS5735,84,5,276,1,1,1
CS8384,84,6,269,1,1,1
CS1341,84,5,382,1,1,1
CS8134,84,5,185,1,1,1
CS8405,84,3,127,1,1,1
CS2339,84,6,397,1,1,1
CS3390,84,9,605,1,1,2
CS1269,84,10,691,1,2,3
CS2759,84,8,550,1,1,1
CS2268,84,6,383,1,1,1
CS5449,84,15,1123,1,5,5
CS5626,84,6,469,1,1,1
CS3463,84,13,890,1,4,4
CS3397,84,10,680,1,2,2
CS4214,84,14,972,1,5,5
CS1286,84,12,818,1,4,4
CS3119,84,11,818,1,3,4
CS8217,84,7,375,1,1,1
CS7269,84,7,287,1,1,1
CS3576,84,7,393,1,1,1
CS8339,84,4,179,1,1,1
CS1534,84,11,773,1,3,3
CS4810,84,8,582,1,1,1
CS7341,84,3,97,1,1,1
CS7957,84,8,335,1,1,1
CS4800,84,7,492,1,1,1
CS1684,84,10,647,1,2,2
CS7286,84,7,220,1,1,1
CS5568,84,10,640,1,3,2
CS5052,84,12,791,1,4,3
CS8279,84,6,250,1,1,1
CS2134,84,11,765,1,3,3
CS2000,84,10,584,1,2,1
CS4104,84,11,687,1,3,2
CS2170,84,11,782,1,3,3
CS2890,84,9,583,1,2,1
CS8000,84,5,266,1,1,1
CS5797,85,15,1055,1,5,5
CS8621,85,13,455,1,5,1
CS3345,85,9,649,1,1,2
CS8716,85,8,256,1,1,1
CS2747,85,10,746,1,2,3
CS5701,85,12,776,1,4,3
CS2397,85,9,662,1,2,2
CS3776,85,14,1002,1,5,5
CS4243,85,11,773,1,3,3
CS3289,85,13,921,1,4,4
CS2006,85,9,693,1,2,3
CS3477,85,15,922,1,5,4
CS2621,85,15,1073,1,5,5
CS8043,85,7,303,1,1,1
CS2651,85,12,1005,1,4,5
CS1703,85,10,588,1,2,1
CS8651,85,6,232,1,1,1
CS3432,85,9,660,1,1,2
CS8754,85,8,256,1,1,1
CS7285,85,9,310,1,2,1
CS4319,85,9,605,1,1,2
CS3125,85,8,605,1,1,2
CS2517,85,12,708,1,4,3
CS7703,85,9,379,1,1,1
CS2433,85,20,1249,1,5,5
CS8214,85,2,85,1,1,1
CS5408,85,13,963,1,4,5
CS3646,85,8,617,1,1,2
CS2076,85,4,279,1,1,1
CS2043,85,11,772,1,3,3
CS5602,85,9,659,1,2,2
CS2754,85,12,986,1,4,5
CS3973,85,4,212,1,1,1
CS3375,85,8,451,1,1,1
CS3283,85,12,821,1,4,4
CS2098,86,15,1133,1,5,5
CS2942,86,7,516,1,1,1
CS4170,86,7,507,1,1,1
CS3591,86,16,1103,1,5,5
CS4433,86,15,1080,1,5,5
CS5330,86,8,548,1,1,1
CS3077,86,16,1033,1,5,5
CS5469,86,12,848,1,4,4
CS2874,86,5,355,1,1,1
CS1742,86,12,835,1,4,4
CS4042,86,5,354,1,1,1
CS4381,86,11,828,1,4,4
CS5518,86,10,700,1,3,3
CS3326,86,14,890,1,5,4
CS7742,86,10,476,1,3,1
CS5603,86,12,920,1,4,4
CS4653,86,11,789,1,3,3
CS5548,86,7,578,1,1,1
CS5983,86,10,721,1,3,3
CS8098,86,11,530,1,4,1
CS3718,86,11,793,1,3,3
CS2273,86,12,993,1,4,5
CS5240,86,12,999,1,4,5
CS2771,86,11,753,1,3,3
CS8793,86,5,202,1,1,1
CS7529,86,8,399,1,1,1
CS5318,86,6,393,1,1,1
CS8864,86,9,244,1,1,1
CS2800,87,5,408,1,1,1
CS7386,87,5,294,1,1,1
CS3589,87,11,750,1,3,3
CS3405,87,7,483,1,1,1
CS2878,87,11,735,1,3,3
CS8878,87,8,268,1,1,1
CS4650,87,10,757,1,3,3
CS2461,87,10,564,1,2,1
CS3023,87,12,805,1,4,4
CS2535,87,7,478,1,1,1
CS6066,87,12,799,1,4,4
CS2549,87,5,449,1,1,1
CS4535,87,11,731,1,3,3
CS8003,87,4,231,1,1,1
CS8599,87,7,295,1,1,1
CS4494,87,11,769,1,3,3
CS7675,87,9,389,1,1,1
CS1386,87,6,415,1,1,1
CS2299,87,7,464,1,1,1
CS5002,87,3,216,1,1,1
CS5745,87,8,556,1,1,1
CS6072,87,6,360,1,1,1
CS3590,87,11,674,1,3,2
CS2544,87,13,892,1,5,4
CS1425,87,13,955,1,5,5
CS7425,87,5,243,1,1,1
CS3807,87,12,886,1,4,4
CS2003,87,7,513,1,1,1
CS5814,87,9,629,1,1,2
CS4122,87,9,693,1,1,3
CS3280,87,9,626,1,1,2
CS5034,87,10,616,1,3,2
CS5946,88,10,735,1,3,3
CS1792,88,9,653,1,2,2
CS4901,88,13,790,1,5,3
CS2078,88,12,949,1,4,5
CS1826,88,9,668,1,1,2
CS6107,88,13,1019,1,5,5
CS7348,88,8,415,1,1,1
CS2199,88,19,1098,1,5,5
CS2182,88,15,1096,1,5,5
CS3029,88,12,913,1,4,4
CS4181,88,8,525,1,1,1
CS7792,88,6,253,1,1,1
