customer_id,recency,frequency,monetary_value,r_score,f_score,m_score
CS1852,118,7,564,1,1,1
CS7182,118,12,493,1,4,1
CS3379,118,5,385,1,1,1
CS4486,118,12,959,1,4,5
CS1182,118,14,977,1,5,5
CS8255,118,6,290,1,1,1
CS7158,118,4,136,1,1,1
CS5601,118,6,374,1,1,1
CS2629,118,7,472,1,1,1
CS4669,118,10,725,1,2,3
CS2123,118,7,548,1,1,1
CS8629,118,4,175,1,1,1
CS8123,118,6,316,1,1,1
CS1158,118,8,553,1,1,1
CS5728,119,7,396,1,1,1
CS2242,119,7,497,1,1,1
CS7832,119,11,543,1,3,1
CS4600,119,7,359,1,1,1
CS3281,119,12,797,1,4,4
CS4507,119,8,499,1,1,1
CS4935,119,10,823,1,3,4
CS5151,119,10,630,1,2,2
CS8242,119,6,197,1,1,1
CS4530,119,7,601,1,1,2
CS3392,119,11,794,1,4,3
CS4204,119,6,412,1,1,1
CS5249,119,6,466,1,1,1
CS2459,119,18,1341,1,5,5
CS7768,119,6,265,1,1,1
CS3753,119,8,509,1,1,1
CS3990,119,10,694,1,3,3
CS1832,119,12,807,1,4,4
CS4882,120,6,406,1,1,1
CS7877,120,4,201,1,1,1
CS4344,120,6,361,1,1,1
CS8886,120,8,388,1,1,1
CS4283,120,7,462,1,1,1
CS4436,120,10,667,1,3,2
CS7617,120,8,389,1,1,1
CS8069,120,9,490,1,1,1
CS7652,120,7,209,1,1,1
CS4883,120,8,513,1,1,1
CS8870,120,7,411,1,1,1
CS4021,120,7,462,1,1,1
CS2886,120,11,613,1,3,2
CS2069,120,14,917,1,5,4
CS2739,120,15,1101,1,5,5
CS3043,120,11,781,1,3,3
CS8742,120,10,320,1,2,1
CS1651,120,7,444,1,1,1
CS4280,120,10,713,1,3,3
CS5974,120,6,468,1,1,1
CS5057,120,16,1296,1,5,5
CS2329,120,8,517,1,1,1
CS7651,120,3,129,1,1,1
CS1617,120,14,909,1,5,4
CS2079,120,13,882,1,4,4
CS2380,121,4,329,1,1,1
CS7211,121,8,305,1,1,1
CS8696,121,8,427,1,1,1
CS5787,121,10,728,1,2,3
CS7571,121,2,68,1,1,1
CS4309,121,13,859,1,5,4
CS3063,121,6,413,1,1,1
CS7305,121,9,415,1,2,1
CS3343,121,10,632,1,2,2
CS2284,121,16,1137,1,5,5
CS5069,121,15,1114,1,5,5
CS8380,121,3,223,1,1,1
CS2696,121,10,714,1,2,3
CS3853,121,11,820,1,3,4
CS4312,121,13,980,1,4,5
CS1305,121,9,550,1,1,1
CS5529,121,7,539,1,1,1
CS1908,121,11,790,1,3,3
CS7908,121,7,335,1,1,1
CS5617,122,12,821,1,4,4
CS2649,122,11,828,1,3,4
CS2421,122,9,594,1,2,2
CS8483,122,5,207,1,1,1
CS3227,122,14,1036,1,5,5
CS1728,122,17,1264,1,5,5
CS7513,122,8,375,1,1,1
CS5879,122,15,1083,1,5,5
CS8649,122,7,292,1,1,1
CS2301,122,4,221,1,1,1
CS3521,122,12,850,1,4,4
CS8421,122,7,205,1,1,1
CS4595,122,7,488,1,1,1
CS2483,122,7,523,1,1,1
CS1513,122,12,755,1,4,3
CS1886,122,9,568,1,2,1
CS5401,122,10,704,1,3,3
CS1129,122,2,109,1,1,1
CS7450,122,6,204,1,1,1
CS1595,122,4,274,1,1,1
CS7829,122,5,237,1,1,1
CS2958,122,7,403,1,1,1
CS3627,122,11,670,1,3,2
CS8958,122,5,121,1,1,1
CS4819,123,10,668,1,3,2
CS1937,123,6,381,1,1,1
CS2319,123,10,665,1,2,2
CS7978,123,7,357,1,1,1
CS7759,123,9,474,1,1,1
CS1759,123,13,959,1,4,5
CS5952,123,9,608,1,1,2
CS7937,123,4,101,1,1,1
CS8482,123,10,324,1,2,1
CS4939,123,13,995,1,4,5
CS7663,123,10,453,1,2,1
CS7707,123,8,354,1,1,1
CS2386,123,12,926,1,4,4
CS8432,123,10,384,1,2,1
CS2482,123,16,1116,1,5,5
CS7697,123,4,195,1,1,1
CS2484,123,10,680,1,2,2
CS4292,123,8,622,1,1,2
CS4573,123,9,645,1,1,2
CS8896,123,8,358,1,1,1
CS8319,123,8,347,1,1,1
CS3727,123,11,830,1,3,4
CS1697,123,7,568,1,1,1
CS1252,123,10,839,1,2,4
CS7737,123,8,358,1,1,1
CS5237,123,9,653,1,2,2
CS1855,123,9,587,1,2,1
CS1958,123,8,525,1,1,1
CS3978,123,6,331,1,1,1
CS7929,123,7,270,1,1,1
CS7958,123,6,225,1,1,1
CS4308,123,7,448,1,1,1
CS8359,123,11,482,1,3,1
CS3240,124,7,471,1,1,1
CS5843,124,12,870,1,4,4
CS3875,124,13,835,1,4,4
CS3979,124,12,981,1,4,5
CS4778,124,7,486,1,1,1
CS4000,124,9,609,1,1,2
CS4843,124,8,529,1,1,1
CS3060,124,9,683,1,1,2
CS1452,124,4,243,1,1,1
CS3241,124,9,695,1,1,3
CS2748,124,11,810,1,3,4
CS5853,124,10,754,1,2,3
CS3671,124,11,605,1,3,2
CS8652,124,9,306,1,2,1
CS5531,124,9,650,1,2,2
CS2652,124,12,839,1,4,4
CS2981,124,10,762,1,2,3
CS8748,124,11,514,1,3,1
CS1336,124,11,835,1,3,4
CS1123,125,9,627,1,1,2
CS3974,125,7,432,1,1,1
CS5845,125,10,700,1,2,3
CS2997,125,10,704,1,2,3
CS8012,125,2,49,1,1,1
CS8010,125,4,137,1,1,1
CS4176,125,3,127,1,1,1
CS8902,125,7,312,1,1,1
CS2010,125,4,202,1,1,1
CS2462,125,12,806,1,4,4
CS2012,125,2,174,1,1,1
CS3099,125,9,549,1,1,1
CS4690,125,9,555,1,2,1
CS8635,125,9,320,1,2,1
CS1134,125,9,678,1,1,2
CS3703,125,12,841,1,4,4
CS8312,125,12,537,1,4,1
CS1278,125,7,547,1,1,1
CS1854,125,8,594,1,1,2
CS2312,125,16,1203,1,5,5
CS7134,125,6,236,1,1,1
CS3164,125,13,869,1,4,4
CS4526,125,12,665,1,4,2
CS2902,125,11,817,1,3,4
CS5666,126,7,464,1,1,1
CS2481,126,10,605,1,2,2
CS4168,126,8,476,1,1,1
CS5070,126,7,507,1,1,1
CS2420,126,12,756,1,4,3
CS5127,126,9,763,1,2,3
CS7441,126,9,347,1,2,1
CS3859,126,11,774,1,3,3
CS1267,126,11,774,1,3,3
CS8386,126,6,149,1,1,1
CS7483,126,7,279,1,1,1
CS3542,126,9,758,1,1,3
CS8347,126,6,232,1,1,1
CS4254,126,10,745,1,3,3
CS5341,126,11,839,1,3,4
CS5828,126,5,360,1,1,1
CS6074,126,12,867,1,4,4
CS2633,126,6,453,1,1,1
CS8481,126,8,408,1,1,1
CS8459,126,15,625,1,5,2
CS4592,126,8,571,1,1,1
CS4385,127,11,890,1,3,4
CS5329,127,13,888,1,4,4
CS3158,127,9,595,1,1,2
CS4924,127,13,906,1,5,4
CS2932,127,8,548,1,1,1
CS5078,127,9,597,1,2,2
CS8495,127,6,221,1,1,1
CS7373,127,8,443,1,1,1
CS5295,127,10,635,1,2,2
CS5826,127,13,859,1,5,4
CS2678,127,8,645,1,1,2
CS8584,127,7,358,1,1,1
CS5273,127,14,776,1,5,3
CS5842,127,8,571,1,1,1
CS8932,127,6,199,1,1,1
CS1168,127,8,453,1,1,1
CS1927,127,12,748,1,4,3
CS8678,127,4,162,1,1,1
CS1139,127,8,558,1,1,1
CS7806,127,6,230,1,1,1
CS3530,127,15,1147,1,5,5
CS3502,127,6,383,1,1,1
CS7927,127,6,252,1,1,1
CS4952,127,8,620,1,1,2
CS5424,127,13,803,1,4,4
CS4694,128,7,510,1,1,1
CS3529,128,13,831,1,5,4
CS8344,128,5,149,1,1,1
CS4469,128,6,430,1,1,1
CS2082,128,7,470,1,1,1
CS4570,128,13,983,1,4,5
CS8082,128,6,250,1,1,1
CS2534,128,4,288,1,1,1
CS1801,128,7,481,1,1,1
CS8534,128,3,153,1,1,1
CS2353,128,8,522,1,1,1
CS3380,128,5,384,1,1,1
CS8353,128,7,396,1,1,1
CS7801,128,5,297,1,1,1
CS2752,129,5,261,1,1,1
CS7631,129,7,347,1,1,1
CS1866,129,12,995,1,4,5
CS5644,129,11,770,1,3,3
CS8059,129,8,373,1,1,1
CS3921,129,7,586,1,1,1
CS7917,129,5,226,1,1,1
CS8752,129,2,138,1,1,1
CS3051,129,10,720,1,2,3
CS1650,129,12,975,1,4,5
CS3089,129,4,310,1,1,1
CS2738,129,15,1052,1,5,5
CS7866,129,9,496,1,1,1
CS4129,129,10,660,1,2,2
CS8218,129,7,344,1,1,1
CS3171,129,9,675,1,1,2
CS1917,129,9,580,1,2,1
CS8443,129,5,182,1,1,1
CS5448,129,10,626,1,3,2
CS7681,129,4,142,1,1,1
CS2059,129,11,874,1,3,4
CS4707,129,17,1312,1,5,5
CS6064,129,11,853,1,3,4
CS3436,129,8,576,1,1,1
CS1681,129,6,360,1,1,1
CS7989,129,11,494,1,3,1
CS7534,129,5,135,1,1,1
CS5277,129,11,818,1,3,4
CS8738,129,10,524,1,2,1
CS3748,129,5,333,1,1,1
CS5704,129,7,505,1,1,1
CS4464,130,5,370,1,1,1
CS8700,130,7,306,1,1,1
CS2318,130,11,851,1,3,4
CS5411,130,14,977,1,5,5
CS5748,130,16,1134,1,5,5
CS3967,130,8,582,1,1,1
CS8006,130,7,262,1,1,1
CS7783,130,3,164,1,1,1
CS2706,130,10,709,1,2,3
CS8706,130,5,232,1,1,1
CS1951,130,10,756,1,2,3
CS7510,130,9,278,1,2,1
CS8318,130,10,441,1,2,1
CS8262,130,7,226,1,1,1
CS2240,130,8,588,1,1,1
CS2262,130,10,766,1,2,3
CS2453,130,8,575,1,1,1
CS4502,130,5,389,1,1,1
CS2630,130,10,734,1,2,3
CS5908,130,12,771,1,4,3
CS8240,130,6,273,1,1,1
CS3391,131,4,320,1,1,1
CS8212,131,4,148,1,1,1
CS3085,131,9,751,1,1,3
CS4527,131,5,355,1,1,1
CS4510,131,8,458,1,1,1
CS2060,131,7,403,1,1,1
CS1224,131,5,380,1,1,1
CS7787,131,10,624,1,2,2
CS8060,131,5,211,1,1,1
CS5326,131,13,876,1,4,4
CS1233,131,14,884,1,5,4
CS7383,131,9,283,1,2,1
CS7224,131,3,131,1,1,1
CS2212,131,7,469,1,1,1
CS3102,131,4,279,1,1,1
CS7813,131,7,324,1,1,1
CS5967,131,12,958,1,4,5
CS5355,131,4,338,1,1,1
CS1813,131,10,692,1,2,3
CS8096,131,5,181,1,1,1
CS5438,131,13,1023,1,4,5
CS3165,131,14,1008,1,5,5
CS1383,131,13,1009,1,5,5
CS4323,131,9,649,1,1,2
CS4425,131,6,418,1,1,1
CS4975,132,8,541,1,1,1
CS3898,132,13,855,1,4,4
CS2720,132,8,458,1,1,1
CS3843,132,9,659,1,1,2
CS3555,132,7,469,1,1,1
CS4622,132,13,919,1,5,4
CS3965,132,8,499,1,1,1
CS5757,132,8,508,1,1,1
CS7648,132,6,246,1,1,1
CS5312,132,7,515,1,1,1
CS5328,132,10,724,1,2,3
CS3483,132,16,1084,1,5,5
CS2474,132,14,850,1,5,4
CS1648,132,9,748,1,1,3
CS5711,133,14,980,1,5,5
CS3431,133,11,789,1,3,3
CS3160,133,10,669,1,2,2
CS4665,133,11,779,1,3,3
CS7900,133,9,351,1,1,1
CS5231,133,10,574,1,2,1
CS3608,133,11,740,1,3,3
CS8160,133,2,72,1,1,1
CS4761,133,7,398,1,1,1
CS2674,133,5,357,1,1,1
CS1926,133,13,873,1,4,4
CS7770,133,6,303,1,1,1
CS4501,133,8,504,1,1,1
CS5667,133,10,648,1,3,2
CS3913,133,8,621,1,1,2
CS3818,133,10,756,1,3,3
CS4174,133,3,234,1,1,1
CS1900,133,16,1173,1,5,5
CS8789,133,9,381,1,2,1
CS4440,133,4,313,1,1,1
CS4277,133,13,848,1,4,4
CS8197,133,9,372,1,1,1
CS1653,133,17,1433,1,5,5
CS2197,133,12,831,1,4,4
CS3759,133,12,841,1,4,4
CS3578,133,8,540,1,1,1
CS4059,134,8,515,1,1,1
CS8505,134,6,174,1,1,1
CS3113,134,4,321,1,1,1
CS2566,134,12,895,1,4,4
CS4119,134,6,378,1,1,1
CS4995,134,14,894,1,5,4
CS2505,134,7,517,1,1,1
CS1494,134,9,606,1,1,2
CS8566,134,10,501,1,2,1
CS5766,134,9,621,1,1,2
CS5344,135,10,732,1,2,3
CS2457,135,13,811,1,4,4
CS8457,135,8,402,1,1,1
CS6006,135,10,735,1,3,3
CS5904,135,8,524,1,1,1
CS4311,135,12,880,1,4,4
CS1784,135,6,452,1,1,1
CS7784,135,4,120,1,1,1
CS7167,135,6,298,1,1,1
CS4428,135,10,629,1,3,2
CS2063,135,10,744,1,2,3
CS5725,135,8,590,1,1,2
CS3124,135,11,835,1,3,4
CS8978,135,7,276,1,1,1
CS8190,135,7,280,1,1,1
CS3230,135,10,590,1,2,2
CS2978,135,9,674,1,1,2
CS3941,135,12,816,1,4,4
CS8063,135,9,425,1,2,1
CS1167,135,11,785,1,3,3
CS4050,135,8,509,1,1,1
CS2190,135,12,788,1,4,3
CS3180,135,11,854,1,3,4
CS3212,135,9,685,1,1,2
CS7565,136,5,290,1,1,1
CS8661,136,10,434,1,2,1
CS8284,136,11,556,1,3,1
CS2558,136,9,644,1,1,2
CS2661,136,14,933,1,5,4
CS8558,136,8,374,1,1,1
CS7310,136,5,108,1,1,1
CS1565,136,9,646,1,1,2
CS8414,136,10,408,1,2,1
CS7706,136,4,159,1,1,1
CS7858,136,7,323,1,1,1
CS5357,136,10,597,1,3,2
CS1766,136,10,541,1,2,1
CS3112,136,5,286,1,1,1
CS7766,136,9,396,1,1,1
CS1310,136,8,614,1,1,2
CS1712,136,8,493,1,1,1
CS3556,136,6,389,1,1,1
CS2625,137,11,836,1,3,4
CS7335,137,5,200,1,1,1
CS5114,137,8,693,1,1,3
CS8790,137,6,158,1,1,1
CS1335,137,10,628,1,2,2
CS8175,137,7,311,1,1,1
CS7959,137,10,428,1,2,1
CS8602,137,6,314,1,1,1
CS5749,137,16,1258,1,5,5
CS3927,137,14,1097,1,5,5
CS1959,137,11,774,1,3,3
CS2790,137,8,592,1,1,2
CS2602,137,7,557,1,1,1
CS4805,137,7,587,1,1,1
CS3110,137,11,725,1,3,3
CS1351,138,10,648,1,2,2
CS5359,138,8,655,1,1,2
CS7484,138,3,131,1,1,1
CS5056,138,8,632,1,1,2
CS5395,138,14,992,1,5,5
CS2531,138,11,731,1,3,3
CS8045,138,7,341,1,1,1
CS5149,138,6,419,1,1,1
CS4313,138,10,770,1,3,3
CS8531,138,9,437,1,2,1
CS5678,138,18,1077,1,5,5
CS1329,138,7,516,1,1,1
CS7329,138,5,303,1,1,1
CS5371,138,7,545,1,1,1
CS1904,138,9,630,1,2,2
CS3953,138,10,672,1,3,2
CS7254,138,5,283,1,1,1
CS4612,138,7,493,1,1,1
CS5909,138,11,788,1,3,3
CS7904,138,5,197,1,1,1
CS7677,139,8,221,1,1,1
CS2666,139,10,726,1,2,3
CS2513,139,12,858,1,4,4
CS8110,139,4,207,1,1,1
CS7268,139,8,422,1,1,1
CS8265,139,3,134,1,1,1
CS2382,139,11,778,1,3,3
CS5300,139,9,667,1,2,2
CS2110,139,8,583,1,1,1
CS4410,139,15,1133,1,5,5
CS3362,139,15,1147,1,5,5
CS1518,140,12,744,1,4,3
CS4447,140,11,818,1,3,4
CS7878,140,10,418,1,3,1
CS7199,140,6,237,1,1,1
CS5819,140,8,623,1,1,2
CS1979,140,9,559,1,2,1
CS5869,140,7,495,1,1,1
CS2049,140,10,646,1,2,2
CS7119,140,6,202,1,1,1
CS1878,140,14,1085,1,5,5
CS1199,140,9,643,1,1,2
CS7979,140,8,407,1,1,1
CS8049,140,6,352,1,1,1
CS7459,140,7,256,1,1,1
CS1459,140,11,807,1,3,4
CS7518,140,11,545,1,3,1
CS3792,140,8,662,1,1,2
CS5773,141,13,840,1,4,4
CS2560,141,7,462,1,1,1
CS3035,141,11,711,1,3,3
CS5219,141,10,817,1,2,4
CS8560,141,5,216,1,1,1
CS8253,141,5,176,1,1,1
CS1657,141,8,533,1,1,1
CS5313,141,9,603,1,2,2
CS1603,141,11,751,1,4,3
CS7657,141,6,348,1,1,1
CS7323,141,10,387,1,2,1
CS2001,141,11,618,1,3,2
CS4394,141,6,497,1,1,1
CS7603,141,7,347,1,1,1
CS7192,141,3,114,1,1,1
CS1323,141,14,935,1,5,5
CS7912,141,12,527,1,4,1
CS2743,141,9,570,1,2,1
CS8743,141,6,287,1,1,1
CS8001,141,6,299,1,1,1
CS3467,141,7,470,1,1,1
CS3471,142,7,461,1,1,1
CS1155,142,6,361,1,1,1
CS1340,142,8,589,1,1,1
CS5072,142,7,495,1,1,1
CS8165,142,4,197,1,1,1
CS2165,142,6,371,1,1,1
CS1682,142,9,655,1,2,2
CS5768,142,9,667,1,1,2
CS3297,142,11,734,1,3,3
CS8764,142,7,279,1,1,1
CS8122,142,11,386,1,3,1
CS5580,142,16,1062,1,5,5
CS2100,142,10,731,1,2,3
CS7155,142,4,134,1,1,1
CS3056,142,7,449,1,1,1
CS5582,142,9,645,1,2,2
CS6079,142,9,574,1,1,1
CS8636,142,6,294,1,1,1
CS5550,142,7,552,1,1,1
CS4644,142,6,364,1,1,1
CS5053,142,7,592,1,1,2
CS3934,142,11,856,1,3,4
CS5912,142,12,804,1,4,4
CS3717,142,7,404,1,1,1
CS8100,142,7,292,1,1,1
CS3033,143,6,431,1,1,1
CS5751,143,9,736,1,1,3
CS4765,143,8,554,1,1,1
CS7613,143,5,241,1,1,1
CS4163,143,16,1198,1,5,5
CS5262,143,7,477,1,1,1
CS8927,143,5,291,1,1,1
CS1994,143,7,485,1,1,1
CS1387,143,9,595,1,1,2
CS7994,143,5,284,1,1,1
CS1803,143,13,980,1,4,5
CS2756,143,12,694,1,4,3
CS1613,143,7,403,1,1,1
CS7387,143,7,292,1,1,1
CS5106,143,8,516,1,1,1
CS7213,143,8,370,1,1,1
CS7375,143,6,240,1,1,1
CS7169,143,5,231,1,1,1
CS2803,143,9,635,1,2,2
CS5172,143,6,444,1,1,1
CS1213,143,12,780,1,4,3
CS8756,143,9,390,1,2,1
CS4646,143,14,934,1,5,4
CS5818,143,8,589,1,1,2
CS4753,143,7,439,1,1,1
CS8803,143,8,368,1,1,1
CS1375,143,6,383,1,1,1
CS5375,143,16,1178,1,5,5
CS1973,144,5,322,1,1,1
CS3325,144,8,443,1,1,1
CS8093,144,8,430,1,1,1
CS8078,144,6,292,1,1,1
CS5030,144,6,429,1,1,1
CS3357,144,12,796,1,4,4
CS8125,144,8,367,1,1,1
CS5101,144,7,392,1,1,1
CS5131,144,12,926,1,4,4
CS7973,144,5,179,1,1,1
CS4545,144,4,278,1,1,1
CS1931,144,10,657,1,2,2
CS2125,144,11,761,1,3,3
CS7463,144,8,292,1,1,1
CS2431,144,6,492,1,1,1
CS1463,144,11,747,1,3,3
CS3650,144,12,836,1,4,4
CS4615,145,15,1037,1,5,5
CS8186,145,6,207,1,1,1
CS5182,145,11,770,1,3,3
CS3156,145,10,698,1,2,3
CS1696,145,12,863,1,4,4
CS3412,145,11,794,1,3,3
CS2947,145,12,883,1,4,4
CS3389,145,4,363,1,1,1
CS4454,145,8,491,1,1,1
CS8196,145,5,154,1,1,1
CS7712,145,3,153,1,1,1
CS6097,145,10,797,1,2,4
CS5772,145,7,549,1,1,1
CS4890,145,6,406,1,1,1
CS1880,145,6,427,1,1,1
CS3065,145,7,414,1,1,1
CS2355,145,5,432,1,1,1
CS6108,145,6,413,1,1,1
CS7736,146,5,300,1,1,1
CS7895,146,6,213,1,1,1
CS4684,146,9,585,1,2,1
CS1332,146,10,710,1,2,3
CS4911,146,6,400,1,1,1
CS1733,146,10,781,1,2,3
CS5167,146,7,461,1,1,1
CS7728,146,10,350,1,3,1
CS7332,146,8,407,1,1,1
CS7733,146,8,192,1,1,1
CS1524,146,7,430,1,1,1
CS7233,146,7,382,1,1,1
CS5137,146,11,819,1,3,4
CS8221,146,7,356,1,1,1
CS1895,146,8,603,1,1,2
CS1795,146,9,755,1,2,3
CS3024,146,10,741,1,2,3
CS4340,146,12,951,1,4,5
CS2020,146,6,408,1,1,1
CS7730,147,8,313,1,1,1
CS8632,147,4,214,1,1,1
CS1730,147,10,634,1,2,2
CS7672,147,4,279,1,1,1
CS3265,147,11,649,1,3,2
CS8292,147,7,455,1,1,1
CS2471,147,11,730,1,3,3
CS5414,147,10,736,1,3,3
CS1688,147,10,739,1,2,3
CS4399,147,13,829,1,4,4
CS8064,147,6,218,1,1,1
CS1672,147,7,516,1,1,1
CS8471,147,9,466,1,2,1
CS2292,147,14,1004,1,5,5
CS2632,147,6,342,1,1,1
CS8510,147,9,385,1,2,1
CS4892,147,4,216,1,1,1
CS2064,147,8,518,1,1,1
CS5194,147,7,439,1,1,1
CS8180,147,7,364,1,1,1
CS3095,148,8,581,1,1,1
CS3865,148,10,691,1,2,3
CS8338,148,9,376,1,2,1
CS5443,148,11,846,1,3,4
CS4557,148,4,276,1,1,1
CS1453,148,14,1005,1,5,5
CS7453,148,7,360,1,1,1
CS5152,148,4,262,1,1,1
CS5327,148,4,332,1,1,1
CS7695,148,9,404,1,1,1
CS1965,148,12,861,1,4,4
CS7429,148,1,45,1,1,1
CS1429,148,5,369,1,1,1
CS1282,148,9,569,1,1,1
CS7684,148,5,178,1,1,1
CS7215,149,10,386,1,3,1
CS2570,149,4,307,1,1,1
CS3079,149,13,885,1,4,4
CS8863,149,4,144,1,1,1
CS8410,149,4,163,1,1,1
CS8718,149,4,131,1,1,1
CS8570,149,3,143,1,1,1
CS1215,149,18,1235,1,5,5
CS4683,149,6,421,1,1,1
CS4219,149,10,655,1,3,2
CS2410,149,7,416,1,1,1
CS2863,149,10,656,1,2,2
CS7315,149,7,270,1,1,1
CS4107,149,14,951,1,5,5
CS4914,149,11,823,1,3,4
CS5951,149,8,586,1,1,1
CS2718,149,7,516,1,1,1
CS4245,149,7,450,1,1,1
CS5239,150,7,552,1,1,1
CS5105,150,9,680,1,2,2
CS8270,150,4,146,1,1,1
CS3528,150,10,733,1,2,3
CS3928,150,9,728,1,2,3
CS3668,150,7,488,1,1,1
CS5998,150,9,732,1,1,3
CS3245,150,11,746,1,3,3
CS2270,150,4,270,1,1,1
CS3117,150,10,723,1,2,3
CS4786,151,7,539,1,1,1
CS7997,151,7,290,1,1,1
CS5013,151,12,821,1,4,4
CS6059,151,14,1138,1,5,5
CS3933,151,8,605,1,1,2
CS5387,151,9,603,1,2,2
CS3269,151,6,398,1,1,1
CS4027,151,10,777,1,2,3
CS7925,151,11,451,1,3,1
CS3513,151,6,479,1,1,1
CS1997,151,9,640,1,1,2
CS4718,151,10,732,1,3,3
CS5780,151,12,896,1,4,4
CS8295,152,5,179,1,1,1
CS8862,152,5,321,1,1,1
CS5243,152,9,587,1,2,1
CS8236,152,5,275,1,1,1
CS2295,152,7,487,1,1,1
CS3135,152,8,533,1,1,1
CS7379,152,7,267,1,1,1
CS8524,152,6,296,1,1,1
CS1379,152,8,541,1,1,1
CS8429,152,5,235,1,1,1
CS2857,152,5,293,1,1,1
CS2429,152,10,679,1,2,2
CS7771,152,7,291,1,1,1
CS5252,153,11,804,1,3,4
CS4910,153,10,685,1,3,2
CS1609,153,9,597,1,1,2
CS5560,153,12,983,1,4,5
CS3170,153,13,891,1,4,4
CS5634,153,8,590,1,1,2
CS4584,153,12,755,1,4,3
CS7474,153,4,87,1,1,1
CS4060,153,9,696,1,1,3
CS8699,153,7,293,1,1,1
CS2029,153,9,505,1,2,1
CS7609,153,6,303,1,1,1
CS7814,153,8,356,1,1,1
CS1814,153,11,820,1,3,4
CS5675,154,13,890,1,4,4
CS4525,154,12,748,1,4,3
CS5382,154,13,899,1,4,4
CS3864,154,13,972,1,4,5
CS8916,154,6,310,1,1,1
CS8209,154,5,245,1,1,1
CS4709,154,10,638,1,3,2
CS2209,154,8,517,1,1,1
CS5044,154,12,897,1,4,4
CS3903,155,11,836,1,3,4
CS3618,155,10,584,1,2,1
CS7693,155,4,141,1,1,1
CS7216,155,10,431,1,3,1
CS8648,155,8,210,1,1,1
CS4918,155,13,953,1,5,5
CS8071,155,3,130,1,1,1
CS1216,155,11,854,1,3,4
CS5451,155,7,527,1,1,1
CS4310,155,10,662,1,3,2
CS7494,155,6,278,1,1,1
CS3293,155,4,245,1,1,1
CS2062,155,7,441,1,1,1
CS3686,155,9,717,1,1,3
CS5762,155,9,639,1,1,2
CS3138,156,8,503,1,1,1
CS4550,156,12,908,1,4,4
CS8928,156,6,315,1,1,1
CS7777,156,7,324,1,1,1
CS6008,156,7,505,1,1,1
CS6010,156,7,495,1,1,1
CS4253,156,7,511,1,1,1
CS8565,156,8,318,1,1,1
CS3197,156,8,591,1,1,2
CS2928,156,6,450,1,1,1
CS7244,157,7,303,1,1,1
CS8634,157,8,286,1,1,1
CS1541,157,23,1791,1,5,5
CS1370,157,14,1014,1,5,5
CS1244,157,9,676,1,1,2
CS3134,157,8,553,1,1,1
CS2634,157,11,868,1,3,4
CS5672,157,7,526,1,1,1
CS8930,157,7,317,1,1,1
CS1554,157,8,598,1,1,2
CS1871,157,8,642,1,1,2
CS7541,157,15,631,1,5,2
CS1235,157,13,900,1,4,4
CS2374,157,12,807,1,4,4
CS4966,157,8,633,1,1,2
CS8374,157,10,416,1,2,1
CS2478,158,8,592,1,1,2
CS7145,158,6,244,1,1,1
CS5210,158,6,518,1,1,1
CS4093,158,9,638,1,1,2
CS5509,158,7,488,1,1,1
CS1145,158,13,1022,1,5,5
CS4566,158,8,573,1,1,1
CS3428,158,11,750,1,3,3
CS2826,158,7,408,1,1,1
CS8885,158,9,415,1,1,1
CS8348,158,15,795,1,5,4
CS2620,158,16,1005,1,5,5
CS8620,158,10,446,1,2,1
CS5267,158,9,653,1,2,2
CS5257,158,9,611,1,2,2
CS2348,158,17,1120,1,5,5
CS8826,158,5,204,1,1,1
CS5651,158,10,700,1,3,3
CS8478,158,5,181,1,1,1
CS4359,158,9,707,1,1,3
CS5466,158,11,668,1,3,2
CS7932,159,7,345,1,1,1
CS8032,159,4,189,1,1,1
CS5721,159,5,340,1,1,1
CS5962,159,8,523,1,1,1
CS1377,159,5,465,1,1,1
CS7961,159,5,275,1,1,1
CS2032,159,6,457,1,1,1
CS2811,159,6,316,1,1,1
CS1932,159,10,770,1,2,3
CS7235,159,9,510,1,2,1
CS5574,159,10,753,1,3,3
CS8684,160,4,160,1,1,1
CS8517,160,10,498,1,2,1
CS4166,160,9,619,1,2,2
CS7280,160,8,420,1,1,1
CS2066,160,4,258,1,1,1
CS8066,160,3,194,1,1,1
CS4733,160,12,889,1,4,4
CS5176,160,14,972,1,5,5
CS4610,160,8,504,1,1,1
CS5484,161,8,481,1,1,1
CS5202,161,15,1075,1,5,5
CS8097,161,3,114,1,1,1
CS4663,161,2,163,1,1,1
CS7430,161,8,388,1,1,1
CS8871,161,8,241,1,1,1
CS2871,161,11,771,1,3,3
CS3200,161,6,442,1,1,1
CS2528,162,8,590,1,1,2
CS4330,162,15,1041,1,5,5
CS7598,162,5,191,1,1,1
CS5896,162,5,290,1,1,1
CS8528,162,6,239,1,1,1
CS7509,162,3,183,1,1,1
CS4014,162,8,581,1,1,1
CS4434,162,5,328,1,1,1
CS1260,162,11,909,1,3,4
CS7462,162,7,315,1,1,1
CS1509,162,9,632,1,1,2
CS7741,163,5,217,1,1,1
CS5992,163,10,690,1,3,2
CS2806,163,7,492,1,1,1
CS8029,163,6,225,1,1,1
CS1741,163,7,482,1,1,1
CS3268,163,10,713,1,2,3
CS3429,163,9,650,1,1,2
CS5022,163,6,466,1,1,1
CS3892,163,4,318,1,1,1
CS5903,163,5,363,1,1,1
